#Bookmark Characters
gaiseric_vandals={
	type=male
	id=0
	age=0.860000
	genes={ 		hair_color={ 126 232 107 81 }
 		skin_color={ 22 93 22 93 }
 		teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
 		eyelashes_accessory={ "normal_eyelashes" 24 "normal_eyelashes" 24 }
 		hairstyles={ "all_hairstyles" 215 "all_hairstyles" 0 }
 		beards={ "all_beards" 220 "no_beard" 0 }
 		clothes={ "northern_high_nobility_clothes" 252 "most_clothes" 0 }
 		headgear={ "fp1_royalty" 255 "no_headgear" 0 }
 		cloaks={ "western_royalty" 0 "no_cloak" 0 }
 }
	entity={ 0 0 }
}

ghana_kausu_portrait={
	portrait_info = {
		genes={
			hair_color={ 85 250 85 250 }
	 		skin_color={ 139 195 139 195 }
 			eye_color={ 87 248 87 248 }
 			gene_chin_forward={ "chin_forward_neg" 108 "chin_forward_neg" 108 }
 			gene_chin_height={ "chin_height_pos" 127 "chin_height_pos" 127 }
 			gene_chin_width={ "chin_width_neg" 120 "chin_width_neg" 120 }
 			gene_eye_angle={ "eye_angle_pos" 130 "eye_angle_pos" 130 }
 			gene_eye_depth={ "eye_depth_pos" 151 "eye_depth_pos" 151 }
 			gene_eye_height={ "eye_height_neg" 100 "eye_height_neg" 100 }
	 		gene_eye_distance={ "eye_distance_pos" 154 "eye_distance_pos" 154 }
 			gene_eye_shut={ "eye_shut_pos" 130 "eye_shut_pos" 130 }
	 		gene_forehead_angle={ "forehead_angle_neg" 30 "forehead_angle_neg" 30 }
 			gene_forehead_brow_height={ "forehead_brow_height_pos" 129 "forehead_brow_height_pos" 129 }
 			gene_forehead_roundness={ "forehead_roundness_neg" 125 "forehead_roundness_neg" 125 }
 			gene_forehead_width={ "forehead_width_neg" 111 "forehead_width_neg" 111 }
 			gene_forehead_height={ "forehead_height_pos" 139 "forehead_height_pos" 139 }
 			gene_head_height={ "head_height_pos" 140 "head_height_pos" 158 }
 			gene_head_width={ "head_width_pos" 148 "head_width_pos" 148 }
 			gene_head_profile={ "head_profile_pos" 131 "head_profile_pos" 131 }
 			gene_head_top_height={ "head_top_height_neg" 163 "head_top_height_neg" 113 }
 			gene_head_top_width={ "head_top_width_pos" 169 "head_top_width_pos" 147 }
 			gene_jaw_angle={ "jaw_angle_pos" 149 "jaw_angle_pos" 149 }
 			gene_jaw_forward={ "jaw_forward_neg" 126 "jaw_forward_neg" 126 }
 			gene_jaw_height={ "jaw_height_pos" 132 "jaw_height_pos" 132 }
 			gene_jaw_width={ "jaw_width_pos" 159 "jaw_width_pos" 159 }
 			gene_mouth_corner_depth={ "mouth_corner_depth_neg" 118 "mouth_corner_depth_neg" 118 }
 			gene_mouth_corner_height={ "mouth_corner_height_pos" 144 "mouth_corner_height_pos" 144 }
 			gene_mouth_forward={ "mouth_forward_pos" 136 "mouth_forward_pos" 178 }
 			gene_mouth_height={ "mouth_height_pos" 127 "mouth_height_pos" 127 }
 			gene_mouth_width={ "mouth_width_neg" 166 "mouth_width_neg" 123 }
 			gene_mouth_upper_lip_size={ "mouth_upper_lip_size_pos" 128 "mouth_upper_lip_size_pos" 128 }
 			gene_mouth_lower_lip_size={ "mouth_lower_lip_size_pos" 159 "mouth_lower_lip_size_pos" 159 }
 			gene_mouth_open={ "mouth_open_neg" 0 "mouth_open_neg" 122 }
 			gene_neck_length={ "neck_length_pos" 167 "neck_length_pos" 228 }
 			gene_neck_width={ "neck_width_pos" 140 "neck_width_pos" 140 }
 			gene_bs_cheek_forward={ "cheek_forward_neg" 16 "cheek_forward_neg" 16 }
 			gene_bs_cheek_height={ "cheek_height_pos" 28 "cheek_height_pos" 28 }
 			gene_bs_cheek_width={ "cheek_width_pos" 42 "cheek_width_pos" 42 }
 			gene_bs_ear_angle={ "ear_angle_neg" 126 "ear_angle_neg" 126 }
 			gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 10 "ear_inner_shape_pos" 10 }
 			gene_bs_ear_bend={ "ear_both_bend_pos" 6 "ear_both_bend_pos" 6 }
 			gene_bs_ear_outward={ "ear_outward_pos" 3 "ear_outward_pos" 3 }
 			gene_bs_ear_size={ "ear_size_pos" 15 "ear_size_pos" 15 }
 			gene_bs_eye_corner_depth={ "eye_corner_depth_neg" 147 "eye_corner_depth_neg" 147 }
 			gene_bs_eye_fold_shape={ "eye_fold_shape_pos" 89 "eye_fold_shape_pos" 89 }
	 		gene_bs_eye_size={ "eye_size_neg" 61 "eye_size_neg" 61 }
 			gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_neg" 5 "eye_upper_lid_size_neg" 5 }
 			gene_bs_forehead_brow_curve={ "forehead_brow_curve_neg" 63 "forehead_brow_curve_neg" 63 }
 			gene_bs_forehead_brow_forward={ "forehead_brow_forward_pos" 76 "forehead_brow_forward_pos" 76 }
 			gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_neg" 37 "forehead_brow_inner_height_neg" 37 }
 			gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_neg" 12 "forehead_brow_outer_height_neg" 12 }
 			gene_bs_forehead_brow_width={ "forehead_brow_width_pos" 195 "forehead_brow_width_pos" 195 }
 			gene_bs_jaw_def={ "jaw_def_neg" 12 "jaw_def_neg" 12 }
 			gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 117 "mouth_lower_lip_def_pos" 117 }
 			gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_pos" 124 "mouth_lower_lip_full_pos" 124 }
 			gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_pos" 19 "mouth_lower_lip_pad_pos" 19 }
 			gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_pos" 17 "mouth_lower_lip_width_pos" 17 }
 			gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 35 "mouth_philtrum_def_pos" 35 }
 			gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_neg" 125 "mouth_philtrum_shape_neg" 125 }
 			gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_neg" 18 "mouth_philtrum_width_neg" 18 }
 			gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 47 "mouth_upper_lip_def_pos" 47 }
 			gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_pos" 25 "mouth_upper_lip_full_pos" 25 }
 			gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_pos" 165 "mouth_upper_lip_profile_pos" 165 }
 			gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_neg" 2 "mouth_upper_lip_width_neg" 2 }
 			gene_bs_nose_forward={ "nose_forward_pos" 68 "nose_forward_pos" 68 }
 			gene_bs_nose_height={ "nose_height_neg" 93 "nose_height_neg" 93 }
 			gene_bs_nose_length={ "nose_length_neg" 67 "nose_length_neg" 67 }
 			gene_bs_nose_nostril_height={ "nose_nostril_height_pos" 37 "nose_nostril_height_pos" 37 }
 			gene_bs_nose_nostril_width={ "nose_nostril_width_pos" 65 "nose_nostril_width_pos" 65 }
 			gene_bs_nose_profile={ "nose_profile_neg" 5 "nose_profile_neg" 5 }
 			gene_bs_nose_ridge_angle={ "nose_ridge_angle_pos" 22 "nose_ridge_angle_pos" 22 }
 			gene_bs_nose_ridge_width={ "nose_ridge_width_pos" 13 "nose_ridge_width_pos" 13 }
 			gene_bs_nose_size={ "nose_size_neg" 22 "nose_size_neg" 22 }
 			gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 5 "nose_tip_angle_pos" 5 }
 			gene_bs_nose_tip_forward={ "nose_tip_forward_neg" 122 "nose_tip_forward_neg" 122 }
 			gene_bs_nose_tip_width={ "nose_tip_width_pos" 50 "nose_tip_width_pos" 50 }
 			face_detail_cheek_def={ "cheek_def_02" 62 "cheek_def_02" 62 }
 			face_detail_cheek_fat={ "cheek_fat_01_neg" 235 "cheek_fat_01_neg" 235 }
 			face_detail_chin_cleft={ "chin_cleft" 7 "chin_cleft" 7 }
 			face_detail_chin_def={ "chin_def" 24 "chin_def" 24 }
 			face_detail_eye_lower_lid_def={ "eye_lower_lid_def" 228 "eye_lower_lid_def" 228 }
 			face_detail_eye_socket={ "eye_socket_03" 235 "eye_socket_03" 235 }
 			face_detail_nasolabial={ "nasolabial_03" 13 "nasolabial_03" 13 }
 			face_detail_nose_ridge_def={ "nose_ridge_def_neg" 44 "nose_ridge_def_neg" 44 }
 			face_detail_nose_tip_def={ "nose_tip_def" 82 "nose_tip_def" 82 }
 			face_detail_temple_def={ "temple_def" 69 "temple_def" 69 }
 			expression_brow_wrinkles={ "brow_wrinkles_03" 118 "brow_wrinkles_03" 30 }
 			expression_eye_wrinkles={ "eye_wrinkles_03" 170 "eye_wrinkles_03" 170 }
 			expression_forehead_wrinkles={ "forehead_wrinkles_01" 61 "forehead_wrinkles_01" 61 }
 			expression_other={ "cheek_wrinkles_both_01" 0 "cheek_wrinkles_both_01" 0 }
 			complexion={ "complexion_3" 2 "complexion_5" 2 }
 			gene_height={ "normal_height" 134 "normal_height" 134 }
 			gene_bs_body_type={ "body_fat_head_fat_medium" 118 "body_fat_head_fat_medium" 145 }
 			gene_bs_body_shape={ "body_shape_average_clothed" 61 "body_shape_triangle_full" 0 }
 			gene_bs_bust={ "bust_clothes" 119 "bust_shape_4_full" 119 }
 			gene_age={ "old_3" 2 "old_3" 2 }
 			gene_eyebrows_shape={ "far_spacing_high_thickness" 201 "far_spacing_high_thickness" 201 }
 			gene_eyebrows_fullness={ "layer_2_avg_thickness" 174 "layer_2_avg_thickness" 174 }
 			gene_body_hair={ "body_hair_sparse" 111 "body_hair_sparse" 111 }
 			gene_hair_type={ "hair_afro" 105 "hair_afro" 105 }
 			gene_baldness={ "no_baldness" 127 "no_baldness" 127 }
 			eye_accessory={ "normal_eyes" 81 "normal_eyes" 81 }
 			teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
	 		eyelashes_accessory={ "normal_eyelashes" 35 "normal_eyelashes" 35 }
 			beards={ "sub_saharan_beards_afro" 102 "no_beard" 0 }
 			hairstyles={ "sub_saharan_hairstyles_afro" 85 "all_hairstyles" 0 }
	 		clothes={ "western_bedchamber" 95 "most_clothes" 0 }
		}
	}
	enabled=yes
}

faramund_portrait={
	portrait_info = {
		genes={
			hair_color={ 168 197 168 197 }
 			skin_color={ 26 78 26 78 }
 			eye_color={ 247 160 247 160 }
 			gene_chin_forward={ "chin_forward_pos" 140 "chin_forward_pos" 140 }
 			gene_chin_height={ "chin_height_pos" 135 "chin_height_pos" 135 }
 			gene_chin_width={ "chin_width_pos" 139 "chin_width_pos" 139 }
 			gene_eye_angle={ "eye_angle_pos" 135 "eye_angle_pos" 135 }
 			gene_eye_depth={ "eye_depth_neg" 124 "eye_depth_neg" 124 }
 			gene_eye_height={ "eye_height_pos" 129 "eye_height_pos" 129 }
 			gene_eye_distance={ "eye_distance_neg" 114 "eye_distance_neg" 114 }
 			gene_eye_shut={ "eye_shut_pos" 140 "eye_shut_pos" 140 }
 			gene_forehead_angle={ "forehead_angle_pos" 140 "forehead_angle_pos" 140 }
 			gene_forehead_brow_height={ "forehead_brow_height_pos" 140 "forehead_brow_height_pos" 140 }
 			gene_forehead_roundness={ "forehead_roundness_neg" 114 "forehead_roundness_neg" 114 }
 			gene_forehead_width={ "forehead_width_neg" 120 "forehead_width_neg" 120 }
 			gene_forehead_height={ "forehead_height_pos" 140 "forehead_height_pos" 140 }
 			gene_head_height={ "head_height_neg" 114 "head_height_neg" 114 }
 			gene_head_width={ "head_width_pos" 140 "head_width_pos" 140 }
 			gene_head_profile={ "head_profile_neg" 114 "head_profile_neg" 114 }
 			gene_head_top_height={ "head_top_height_neg" 119 "head_top_height_neg" 119 }
 			gene_head_top_width={ "head_top_width_neg" 114 "head_top_width_neg" 114 }
 			gene_jaw_angle={ "jaw_angle_neg" 126 "jaw_angle_neg" 126 }
 			gene_jaw_forward={ "jaw_forward_pos" 134 "jaw_forward_pos" 134 }
 			gene_jaw_height={ "jaw_height_pos" 128 "jaw_height_pos" 128 }
 			gene_jaw_width={ "jaw_width_neg" 119 "jaw_width_neg" 119 }
 			gene_mouth_corner_depth={ "mouth_corner_depth_pos" 135 "mouth_corner_depth_pos" 135 }
 			gene_mouth_corner_height={ "mouth_corner_height_pos" 134 "mouth_corner_height_pos" 134 }
 			gene_mouth_forward={ "mouth_forward_neg" 127 "mouth_forward_neg" 127 }
 			gene_mouth_height={ "mouth_height_neg" 121 "mouth_height_neg" 121 }
 			gene_mouth_width={ "mouth_width_neg" 114 "mouth_width_neg" 114 }
 			gene_mouth_upper_lip_size={ "mouth_upper_lip_size_pos" 140 "mouth_upper_lip_size_pos" 140 }
 			gene_mouth_lower_lip_size={ "mouth_lower_lip_size_neg" 114 "mouth_lower_lip_size_neg" 114 }
 			gene_mouth_open={ "mouth_open_pos" 140 "mouth_open_pos" 140 }
 			gene_neck_length={ "neck_length_neg" 114 "neck_length_neg" 114 }
 			gene_neck_width={ "neck_width_pos" 140 "neck_width_pos" 140 }
 			gene_bs_cheek_forward={ "cheek_forward_neg" 41 "cheek_forward_neg" 41 }
 			gene_bs_cheek_height={ "cheek_height_pos" 46 "cheek_height_pos" 46 }
 			gene_bs_cheek_width={ "cheek_width_pos" 0 "cheek_width_pos" 0 }
 			gene_bs_ear_angle={ "ear_angle_neg" 46 "ear_angle_neg" 46 }
 			gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 19 "ear_inner_shape_pos" 19 }
 			gene_bs_ear_bend={ "ear_both_bend_pos" 117 "ear_both_bend_pos" 117 }
 			gene_bs_ear_outward={ "ear_outward_pos" 36 "ear_outward_pos" 36 }
 			gene_bs_ear_size={ "ear_size_pos" 19 "ear_size_pos" 19 }
 			gene_bs_eye_corner_depth={ "eye_corner_depth_pos" 114 "eye_corner_depth_pos" 114 }
 			gene_bs_eye_fold_shape={ "eye_fold_shape_neg" 37 "eye_fold_shape_neg" 37 }
 			gene_bs_eye_size={ "eye_size_neg" 155 "eye_size_neg" 155 }
 			gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_pos" 49 "eye_upper_lid_size_pos" 49 }
 			gene_bs_forehead_brow_curve={ "forehead_brow_curve_neg" 100 "forehead_brow_curve_neg" 100 }
 			gene_bs_forehead_brow_forward={ "forehead_brow_forward_pos" 81 "forehead_brow_forward_pos" 81 }
 			gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_neg" 114 "forehead_brow_inner_height_neg" 114 }
 			gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_neg" 126 "forehead_brow_outer_height_neg" 126 }
 			gene_bs_forehead_brow_width={ "forehead_brow_width_neg" 50 "forehead_brow_width_neg" 50 }
 			gene_bs_jaw_def={ "jaw_def_neg" 6 "jaw_def_neg" 6 }
 			gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 95 "mouth_lower_lip_def_pos" 95 }
 			gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_pos" 95 "mouth_lower_lip_full_pos" 95 }
 			gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_neg" 101 "mouth_lower_lip_pad_neg" 101 }
 			gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_pos" 25 "mouth_lower_lip_width_pos" 25 }
 			gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 13 "mouth_philtrum_def_pos" 13 }
 			gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_pos" 66 "mouth_philtrum_shape_pos" 66 }
 			gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_pos" 12 "mouth_philtrum_width_pos" 12 }
 			gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 4 "mouth_upper_lip_def_pos" 4 }
 			gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_pos" 191 "mouth_upper_lip_full_pos" 191 }
 			gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_neg" 21 "mouth_upper_lip_profile_neg" 21 }
 			gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_neg" 125 "mouth_upper_lip_width_neg" 125 }
 			gene_bs_nose_forward={ "nose_forward_neg" 29 "nose_forward_neg" 29 }
 			gene_bs_nose_height={ "nose_height_neg" 9 "nose_height_neg" 9 }
 			gene_bs_nose_length={ "nose_length_neg" 68 "nose_length_neg" 68 }
 			gene_bs_nose_nostril_height={ "nose_nostril_height_neg" 78 "nose_nostril_height_neg" 78 }
 			gene_bs_nose_nostril_width={ "nose_nostril_width_neg" 26 "nose_nostril_width_neg" 26 }
 			gene_bs_nose_profile={ "nose_profile_pos" 37 "nose_profile_pos" 37 }
 			gene_bs_nose_ridge_angle={ "nose_ridge_angle_neg" 38 "nose_ridge_angle_neg" 38 }
 			gene_bs_nose_ridge_width={ "nose_ridge_width_pos" 36 "nose_ridge_width_pos" 36 }
 			gene_bs_nose_size={ "nose_size_pos" 30 "nose_size_pos" 30 }
 			gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 51 "nose_tip_angle_pos" 51 }
 			gene_bs_nose_tip_forward={ "nose_tip_forward_pos" 93 "nose_tip_forward_pos" 93 }
 			gene_bs_nose_tip_width={ "nose_tip_width_pos" 52 "nose_tip_width_pos" 52 }
 			face_detail_cheek_def={ "cheek_def_01" 13 "cheek_def_01" 13 }
 			face_detail_cheek_fat={ "cheek_fat_01_pos" 4 "cheek_fat_01_pos" 4 }
 			face_detail_chin_cleft={ "chin_dimple" 15 "chin_dimple" 15 }
 			face_detail_chin_def={ "chin_def" 8 "chin_def" 8 }
 			face_detail_eye_lower_lid_def={ "eye_lower_lid_def" 19 "eye_lower_lid_def" 19 }
 			face_detail_eye_socket={ "eye_socket_01" 25 "eye_socket_01" 25 }
 			face_detail_nasolabial={ "nasolabial_01" 21 "nasolabial_01" 21 }
 			face_detail_nose_ridge_def={ "nose_ridge_def_neg" 21 "nose_ridge_def_neg" 21 }
 			face_detail_nose_tip_def={ "nose_tip_def" 3 "nose_tip_def" 3 }
 			face_detail_temple_def={ "temple_def" 182 "temple_def" 182 }
 			expression_brow_wrinkles={ "brow_wrinkles_03" 174 "brow_wrinkles_03" 174 }
 			expression_eye_wrinkles={ "eye_wrinkles_03" 141 "eye_wrinkles_03" 141 }
 			expression_forehead_wrinkles={ "forehead_wrinkles_02" 142 "forehead_wrinkles_02" 142 }
 			expression_other={ "cheek_wrinkles_both_01" 0 "cheek_wrinkles_both_01" 0 }
 			complexion={ "complexion_1" 116 "complexion_1" 116 }
 			gene_height={ "normal_height" 139 "normal_height" 139 }
